,description,product_name,Name_and_Description,labels_num,label_name
511,"['lapguard', 'pavilion', 'cell', 'laptop', 'batteri']","['lapguard', 'pavilion', 'cell', 'laptop', 'batteri']","['lapguard', 'pavilion', 'cell', 'laptop', 'batteri', 'lapguard', 'pavilion', 'cell', 'laptop', 'batteri']",2.0,Computers
512,"['pavilion', 'cell', 'laptop', 'batteri', 'price', 'batteri', 'made', 'high', 'grade', 'cell', 'highest', 'qualiti', 'part', 'brand', 'batteri', 'percent', 'compar', 'origin', 'batteri', 'term', 'includ', 'size', 'appear', 'import', 'qualiti', 'laptop', 'batteri', 'pa', 'strict', 'qualiti', 'control', 'procedur', 'includ', 'filtrat', 'safeti', 'test', 'voltag', 'capac', 'batteri', 'core', 'bodi', 'batteri', 'pa', 'necessari', 'authent', 'certif', 'like', 'roh', 'etc', 'leav', 'factori', 'rest', 'assur', 'qualiti', 'durabl', 'perform', 'batteri', 'made', 'high', 'grade', 'cell', 'highest', 'qualiti', 'part', 'brand', 'batteri', 'percent', 'compar', 'origin', 'batteri', 'term', 'includ', 'size', 'appear', 'import', 'qualiti', 'laptop', 'batteri', 'pa', 'strict', 'qualiti', 'control', 'procedur', 'includ', 'filtrat', 'safeti', 'test', 'voltag', 'capac', 'batteri', 'core', 'bodi', 'batteri', 'pa', 'necessari', 'authent', 'certif', 'like', 'roh', 'etc', 'leav', 'factori', 'rest', 'assur', 'qualiti', 'durabl', 'perform']","['lapguard', 'pavilion', 'cell', 'laptop', 'batteri']","['pavilion', 'cell', 'laptop', 'batteri', 'price', 'batteri', 'made', 'high', 'grade', 'cell', 'highest', 'qualiti', 'part', 'brand', 'batteri', 'percent', 'compar', 'origin', 'batteri', 'term', 'includ', 'size', 'appear', 'import', 'qualiti', 'laptop', 'batteri', 'pa', 'strict', 'qualiti', 'control', 'procedur', 'includ', 'filtrat', 'safeti', 'test', 'voltag', 'capac', 'batteri', 'core', 'bodi', 'batteri', 'pa', 'necessari', 'authent', 'certif', 'like', 'roh', 'etc', 'leav', 'factori', 'rest', 'assur', 'qualiti', 'durabl', 'perform', 'batteri', 'made', 'high', 'grade', 'cell', 'highest', 'qualiti', 'part', 'brand', 'batteri', 'percent', 'compar', 'origin', 'batteri', 'term', 'includ', 'size', 'appear', 'import', 'qualiti', 'laptop', 'batteri', 'pa', 'strict', 'qualiti', 'control', 'procedur', 'includ', 'filtrat', 'safeti', 'test', 'voltag', 'capac', 'batteri', 'core', 'bodi', 'batteri', 'pa', 'necessari', 'authent', 'certif', 'like', 'roh', 'etc', 'leav', 'factori', 'rest', 'assur', 'qualiti', 'durabl', 'perform', 'lapguard', 'pavilion', 'cell', 'laptop', 'batteri']",2.0,Computers
513,"['global', 'nomad', 'gnlbbl', 'analog', 'watch', 'men', 'global', 'nomad', 'gnlbbl', 'analog', 'watch', 'men', 'gnlbbl', 'india', 'round', 'dial', 'black', 'strap', 'water', 'resist', 'stainless', 'steel', 'case', 'buckl', 'clasp', 'great', 'discount']","['global', 'nomad', 'gnlbbl', 'analog', 'watch', 'men']","['global', 'nomad', 'gnlbbl', 'analog', 'watch', 'men', 'global', 'nomad', 'gnlbbl', 'analog', 'watch', 'men', 'gnlbbl', 'india', 'round', 'dial', 'black', 'strap', 'water', 'resist', 'stainless', 'steel', 'case', 'buckl', 'clasp', 'great', 'discount', 'global', 'nomad', 'gnlbbl', 'analog', 'watch', 'men']",6.0,Watches
514,"['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'round', 'dial', 'golden', 'strap', 'brass', 'case', 'water', 'resist', 'great', 'discount']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'round', 'dial', 'golden', 'strap', 'brass', 'case', 'water', 'resist', 'great', 'discount', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']",6.0,Watches
515,"['famous', 'analog', 'watch', 'woman', 'men', 'famous', 'analog', 'watch', 'woman', 'men', 'india', 'buckl', 'clasp', 'round', 'dial', 'sky', 'blue', 'strap', 'great', 'discount']","['famous', 'analog', 'watch', 'woman', 'men']","['famous', 'analog', 'watch', 'woman', 'men', 'famous', 'analog', 'watch', 'woman', 'men', 'india', 'buckl', 'clasp', 'round', 'dial', 'sky', 'blue', 'strap', 'great', 'discount', 'famous', 'analog', 'watch', 'woman', 'men']",6.0,Watches
516,"['sonata', 'watch', 'sonata', 'watch', 'india', 'great', 'discount']","['sonata', 'watch']","['sonata', 'watch', 'sonata', 'watch', 'india', 'great', 'discount', 'sonata', 'watch']",6.0,Watches
517,"['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'contemporari', 'dial', 'white', 'strap', 'water', 'resist', 'great', 'discount']","['sonata', 'analog', 'watch', 'woman']","['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'contemporari', 'dial', 'white', 'strap', 'water', 'resist', 'great', 'discount', 'sonata', 'analog', 'watch', 'woman']",6.0,Watches
518,"['lmli', 'swarovski', 'analog', 'watch', 'woman', 'lmli', 'swarovski', 'analog', 'watch', 'woman', 'lmli', 'india', 'rectangular', 'dial', 'buckl', 'clasp', 'pink', 'strap', 'brass', 'case', 'water', 'resist', 'great', 'discount']","['lmli', 'swarovski', 'analog', 'watch', 'woman']","['lmli', 'swarovski', 'analog', 'watch', 'woman', 'lmli', 'swarovski', 'analog', 'watch', 'woman', 'lmli', 'india', 'rectangular', 'dial', 'buckl', 'clasp', 'pink', 'strap', 'brass', 'case', 'water', 'resist', 'great', 'discount', 'lmli', 'swarovski', 'analog', 'watch', 'woman']",6.0,Watches
519,"['cpgi', 'mac', 'attivo', 'analog', 'watch', 'men', 'cpgi', 'mac', 'attivo', 'analog', 'watch', 'men', 'cpgi', 'india', 'water', 'resist', 'rectangl', 'dial', 'silver', 'strap', 'great', 'discount']","['cpgi', 'mac', 'attivo', 'analog', 'watch', 'men']","['cpgi', 'mac', 'attivo', 'analog', 'watch', 'men', 'cpgi', 'mac', 'attivo', 'analog', 'watch', 'men', 'cpgi', 'india', 'water', 'resist', 'rectangl', 'dial', 'silver', 'strap', 'great', 'discount', 'cpgi', 'mac', 'attivo', 'analog', 'watch', 'men']",6.0,Watches
520,"['lpgi', 'analog', 'watch', 'men', 'lpgi', 'analog', 'watch', 'men', 'lpgi', 'india', 'stainless', 'steel', 'case', 'brown', 'strap', 'water', 'resist', 'buckl', 'clasp', 'round', 'dial', 'great', 'discount']","['lpgi', 'analog', 'watch', 'men']","['lpgi', 'analog', 'watch', 'men', 'lpgi', 'analog', 'watch', 'men', 'lpgi', 'india', 'stainless', 'steel', 'case', 'brown', 'strap', 'water', 'resist', 'buckl', 'clasp', 'round', 'dial', 'great', 'discount', 'lpgi', 'analog', 'watch', 'men']",6.0,Watches
521,"['lmgi', 'attivo', 'analog', 'watch', 'men', 'lmgi', 'attivo', 'analog', 'watch', 'men', 'lmgi', 'india', 'round', 'dial', 'buckl', 'clasp', 'black', 'strap', 'brass', 'case', 'water', 'resist', 'great', 'discount']","['lmgi', 'attivo', 'analog', 'watch', 'men']","['lmgi', 'attivo', 'analog', 'watch', 'men', 'lmgi', 'attivo', 'analog', 'watch', 'men', 'lmgi', 'india', 'round', 'dial', 'buckl', 'clasp', 'black', 'strap', 'brass', 'case', 'water', 'resist', 'great', 'discount', 'lmgi', 'attivo', 'analog', 'watch', 'men']",6.0,Watches
522,"['maximum', 'lmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'lmgi', 'gold', 'analog', 'watch', 'men', 'lmgi', 'india', 'black', 'strap', 'water', 'resist', 'round', 'dial', 'great', 'discount']","['maximum', 'lmgi', 'gold', 'analog', 'watch', 'men']","['maximum', 'lmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'lmgi', 'gold', 'analog', 'watch', 'men', 'lmgi', 'india', 'black', 'strap', 'water', 'resist', 'round', 'dial', 'great', 'discount', 'maximum', 'lmgi', 'gold', 'analog', 'watch', 'men']",6.0,Watches
523,"['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'tonneau', 'dial', 'golden', 'strap', 'water', 'resist', 'brass', 'case', 'great', 'discount']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'tonneau', 'dial', 'golden', 'strap', 'water', 'resist', 'brass', 'case', 'great', 'discount', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']",6.0,Watches
524,"['analog', 'watch', 'men', 'woman', 'analog', 'watch', 'men', 'woman', 'india', 'round', 'dial', 'blue', 'strap', 'water', 'resist', 'great', 'discount']","['noi', 'nosww', 'analog', 'watch', 'men', 'woman']","['analog', 'watch', 'men', 'woman', 'analog', 'watch', 'men', 'woman', 'india', 'round', 'dial', 'blue', 'strap', 'water', 'resist', 'great', 'discount', 'noi', 'nosww', 'analog', 'watch', 'men', 'woman']",6.0,Watches
525,"['sonata', 'ocean', 'digit', 'watch', 'men', 'sonata', 'ocean', 'digit', 'watch', 'men', 'india', 'water', 'resist', 'round', 'dial', 'black', 'strap', 'great', 'discount']","['sonata', 'ocean', 'digit', 'watch', 'men']","['sonata', 'ocean', 'digit', 'watch', 'men', 'sonata', 'ocean', 'digit', 'watch', 'men', 'india', 'water', 'resist', 'round', 'dial', 'black', 'strap', 'great', 'discount', 'sonata', 'ocean', 'digit', 'watch', 'men']",6.0,Watches
526,"['fluid', 'analog', 'digit', 'watch', 'men', 'fluid', 'analog', 'digit', 'watch', 'men', 'india', 'rectangular', 'dial', 'green', 'strap', 'water', 'resist', 'great', 'discount']","['fluid', 'analog', 'digit', 'watch', 'men']","['fluid', 'analog', 'digit', 'watch', 'men', 'fluid', 'analog', 'digit', 'watch', 'men', 'india', 'rectangular', 'dial', 'green', 'strap', 'water', 'resist', 'great', 'discount', 'fluid', 'analog', 'digit', 'watch', 'men']",6.0,Watches
527,"['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'water', 'resist', 'round', 'dial', 'deploy', 'clasp', 'golden', 'strap', 'great', 'discount']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'water', 'resist', 'round', 'dial', 'deploy', 'clasp', 'golden', 'strap', 'great', 'discount', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']",6.0,Watches
528,"['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'round', 'dial', 'buckl', 'clasp', 'pink', 'strap', 'water', 'resist', 'stainless', 'steel', 'case', 'great', 'discount']","['sonata', 'analog', 'watch', 'woman']","['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'round', 'dial', 'buckl', 'clasp', 'pink', 'strap', 'water', 'resist', 'stainless', 'steel', 'case', 'great', 'discount', 'sonata', 'analog', 'watch', 'woman']",6.0,Watches
529,"['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'men', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'men', 'tm', 'india', 'great', 'discount']","['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'men']","['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'men', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'men', 'tm', 'india', 'great', 'discount', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'men']",6.0,Watches
530,"['ppgw', 'analog', 'watch', 'men', 'ppgw', 'analog', 'watch', 'men', 'ppgw', 'india', 'round', 'dial', 'black', 'strap', 'stainless', 'steel', 'case', 'buckl', 'clasp', 'water', 'resist', 'great', 'discount']","['ppgw', 'analog', 'watch', 'men']","['ppgw', 'analog', 'watch', 'men', 'ppgw', 'analog', 'watch', 'men', 'ppgw', 'india', 'round', 'dial', 'black', 'strap', 'stainless', 'steel', 'case', 'buckl', 'clasp', 'water', 'resist', 'great', 'discount', 'ppgw', 'analog', 'watch', 'men']",6.0,Watches
531,"['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'tm', 'india', 'great', 'discount']","['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman']","['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'tm', 'india', 'great', 'discount', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman']",6.0,Watches
532,"['hmt', 'hmtwhq', 'analog', 'watch', 'men', 'hmt', 'hmtwhq', 'analog', 'watch', 'men', 'hmtwhq', 'great', 'discount']","['hmt', 'hmtwhq', 'analog', 'watch', 'men']","['hmt', 'hmtwhq', 'analog', 'watch', 'men', 'hmt', 'hmtwhq', 'analog', 'watch', 'men', 'hmtwhq', 'great', 'discount', 'hmt', 'hmtwhq', 'analog', 'watch', 'men']",6.0,Watches
533,"['sonata', 'analog', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'india', 'round', 'dial', 'water', 'resist', 'golden', 'strap', 'deploy', 'clasp', 'great', 'discount']","['sonata', 'analog', 'watch', 'men']","['sonata', 'analog', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'india', 'round', 'dial', 'water', 'resist', 'golden', 'strap', 'deploy', 'clasp', 'great', 'discount', 'sonata', 'analog', 'watch', 'men']",6.0,Watches
534,"['timewel', 'analog', 'watch', 'men', 'timewel', 'analog', 'watch', 'men', 'great', 'discount']","['timewel', 'analog', 'watch', 'men']","['timewel', 'analog', 'watch', 'men', 'timewel', 'analog', 'watch', 'men', 'great', 'discount', 'timewel', 'analog', 'watch', 'men']",6.0,Watches
535,"['lmgi', 'analog', 'watch', 'men', 'lmgi', 'analog', 'watch', 'men', 'lmgi', 'india', 'water', 'resist', 'stainless', 'steel', 'case', 'buckl', 'clasp', 'black', 'strap', 'round', 'dial', 'great', 'discount']","['lmgi', 'analog', 'watch', 'men']","['lmgi', 'analog', 'watch', 'men', 'lmgi', 'analog', 'watch', 'men', 'lmgi', 'india', 'water', 'resist', 'stainless', 'steel', 'case', 'buckl', 'clasp', 'black', 'strap', 'round', 'dial', 'great', 'discount', 'lmgi', 'analog', 'watch', 'men']",6.0,Watches
536,"['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'tm', 'india', 'great', 'discount']","['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman']","['time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman', 'tm', 'india', 'great', 'discount', 'time', 'tm', 'parti', 'wed', 'analog', 'watch', 'woman']",6.0,Watches
537,"['maximum', 'bmli', 'gold', 'analog', 'watch', 'woman', 'maximum', 'bmli', 'gold', 'analog', 'watch', 'woman', 'bmli', 'india', 'golden', 'strap', 'brass', 'case', 'oval', 'dial', 'water', 'resist', 'great', 'discount']","['maximum', 'bmli', 'gold', 'analog', 'watch', 'woman']","['maximum', 'bmli', 'gold', 'analog', 'watch', 'woman', 'maximum', 'bmli', 'gold', 'analog', 'watch', 'woman', 'bmli', 'india', 'golden', 'strap', 'brass', 'case', 'oval', 'dial', 'water', 'resist', 'great', 'discount', 'maximum', 'bmli', 'gold', 'analog', 'watch', 'woman']",6.0,Watches
538,"['sonata', 'yuva', 'analog', 'watch', 'men', 'sonata', 'yuva', 'analog', 'watch', 'men', 'india', 'contemporari', 'dial', 'black', 'strap', 'stainless', 'steel', 'case', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount']","['sonata', 'yuva', 'analog', 'watch', 'men']","['sonata', 'yuva', 'analog', 'watch', 'men', 'sonata', 'yuva', 'analog', 'watch', 'men', 'india', 'contemporari', 'dial', 'black', 'strap', 'stainless', 'steel', 'case', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount', 'sonata', 'yuva', 'analog', 'watch', 'men']",6.0,Watches
539,"['ppgn', 'fiber', 'collect', 'analog', 'watch', 'men', 'ppgn', 'fiber', 'collect', 'analog', 'watch', 'men', 'ppgn', 'india', 'round', 'dial', 'black', 'strap', 'stainless', 'steel', 'case', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount']","['ppgn', 'fiber', 'collect', 'analog', 'watch', 'men']","['ppgn', 'fiber', 'collect', 'analog', 'watch', 'men', 'ppgn', 'fiber', 'collect', 'analog', 'watch', 'men', 'ppgn', 'india', 'round', 'dial', 'black', 'strap', 'stainless', 'steel', 'case', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount', 'ppgn', 'fiber', 'collect', 'analog', 'watch', 'men']",6.0,Watches
540,"['time', 'sport', 'analog', 'watch', 'boy', 'time', 'sport', 'analog', 'watch', 'boy', 'india', 'great', 'discount']","['time', 'sport', 'analog', 'watch', 'boy']","['time', 'sport', 'analog', 'watch', 'boy', 'time', 'sport', 'analog', 'watch', 'boy', 'india', 'great', 'discount', 'time', 'sport', 'analog', 'watch', 'boy']",6.0,Watches
541,"['petrol', 'pcwbl', 'analog', 'watch', 'men', 'petrol', 'pcwbl', 'analog', 'watch', 'men', 'pcwbl', 'india', 'round', 'dial', 'black', 'strap', 'water', 'resist', 'stainless', 'steel', 'case', 'great', 'discount']","['petrol', 'pcwbl', 'analog', 'watch', 'men']","['petrol', 'pcwbl', 'analog', 'watch', 'men', 'petrol', 'pcwbl', 'analog', 'watch', 'men', 'pcwbl', 'india', 'round', 'dial', 'black', 'strap', 'water', 'resist', 'stainless', 'steel', 'case', 'great', 'discount', 'petrol', 'pcwbl', 'analog', 'watch', 'men']",6.0,Watches
542,"['lpln', 'analog', 'watch', 'woman', 'lpln', 'analog', 'watch', 'woman', 'lpln', 'india', 'buckl', 'clasp', 'oval', 'dial', 'black', 'strap', 'water', 'resist', 'great', 'discount']","['lpln', 'analog', 'watch', 'woman']","['lpln', 'analog', 'watch', 'woman', 'lpln', 'analog', 'watch', 'woman', 'lpln', 'india', 'buckl', 'clasp', 'oval', 'dial', 'black', 'strap', 'water', 'resist', 'great', 'discount', 'lpln', 'analog', 'watch', 'woman']",6.0,Watches
543,"['sonata', 'watch', 'sonata', 'watch', 'india', 'great', 'discount']","['sonata', 'watch']","['sonata', 'watch', 'sonata', 'watch', 'india', 'great', 'discount', 'sonata', 'watch']",6.0,Watches
544,"['kidz', 'digit', 'watch', 'boy', 'girl', 'kidz', 'digit', 'watch', 'boy', 'girl', 'india', 'round', 'dial', 'buckl', 'clasp', 'blue', 'red', 'strap', 'great', 'discount']","['kidz', 'digit', 'watch', 'boy', 'girl']","['kidz', 'digit', 'watch', 'boy', 'girl', 'kidz', 'digit', 'watch', 'boy', 'girl', 'india', 'round', 'dial', 'buckl', 'clasp', 'blue', 'red', 'strap', 'great', 'discount', 'kidz', 'digit', 'watch', 'boy', 'girl']",6.0,Watches
545,"['kool', 'kidz', 'dmk', 'analog', 'watch', 'boy', 'girl', 'kool', 'kidz', 'dmk', 'analog', 'watch', 'boy', 'girl', 'dmk', 'india', 'multi', 'color', 'strap', 'round', 'dial', 'metal', 'case', 'great', 'discount']","['kool', 'kidz', 'dmk', 'analog', 'watch', 'boy', 'girl']","['kool', 'kidz', 'dmk', 'analog', 'watch', 'boy', 'girl', 'kool', 'kidz', 'dmk', 'analog', 'watch', 'boy', 'girl', 'dmk', 'india', 'multi', 'color', 'strap', 'round', 'dial', 'metal', 'case', 'great', 'discount', 'kool', 'kidz', 'dmk', 'analog', 'watch', 'boy', 'girl']",6.0,Watches
546,"['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'golden', 'strap', 'brass', 'case', 'round', 'dial', 'water', 'resist', 'great', 'discount']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']","['maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men', 'cmgi', 'india', 'golden', 'strap', 'brass', 'case', 'round', 'dial', 'water', 'resist', 'great', 'discount', 'maximum', 'cmgi', 'gold', 'analog', 'watch', 'men']",6.0,Watches
547,"['lpln', 'mac', 'gold', 'analog', 'watch', 'woman', 'lpln', 'mac', 'gold', 'analog', 'watch', 'woman', 'lpln', 'india', 'plastic', 'case', 'brass', 'bezel', 'buckl', 'clasp', 'water', 'resist', 'oval', 'dial', 'black', 'strap', 'great', 'discount']","['lpln', 'mac', 'gold', 'analog', 'watch', 'woman']","['lpln', 'mac', 'gold', 'analog', 'watch', 'woman', 'lpln', 'mac', 'gold', 'analog', 'watch', 'woman', 'lpln', 'india', 'plastic', 'case', 'brass', 'bezel', 'buckl', 'clasp', 'water', 'resist', 'oval', 'dial', 'black', 'strap', 'great', 'discount', 'lpln', 'mac', 'gold', 'analog', 'watch', 'woman']",6.0,Watches
548,"['timewel', 'analog', 'watch', 'men', 'timewel', 'analog', 'watch', 'men', 'great', 'discount']","['timewel', 'analog', 'watch', 'men']","['timewel', 'analog', 'watch', 'men', 'timewel', 'analog', 'watch', 'men', 'great', 'discount', 'timewel', 'analog', 'watch', 'men']",6.0,Watches
549,"['hmt', 'analog', 'watch', 'men', 'hmt', 'analog', 'watch', 'men', 'india', 'round', 'dial', 'brown', 'strap', 'stainless', 'steel', 'case', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount']","['hmt', 'analog', 'watch', 'men']","['hmt', 'analog', 'watch', 'men', 'hmt', 'analog', 'watch', 'men', 'india', 'round', 'dial', 'brown', 'strap', 'stainless', 'steel', 'case', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount', 'hmt', 'analog', 'watch', 'men']",6.0,Watches
550,"['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'water', 'resist', 'round', 'dial', 'stainless', 'steel', 'case', 'deploy', 'clasp', 'golden', 'strap', 'great', 'discount']","['sonata', 'analog', 'watch', 'woman']","['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'water', 'resist', 'round', 'dial', 'stainless', 'steel', 'case', 'deploy', 'clasp', 'golden', 'strap', 'great', 'discount', 'sonata', 'analog', 'watch', 'woman']",6.0,Watches
551,"['timewel', 'analog', 'watch', 'woman', 'timewel', 'analog', 'watch', 'woman', 'india', 'great', 'discount']","['timewel', 'analog', 'watch', 'woman']","['timewel', 'analog', 'watch', 'woman', 'timewel', 'analog', 'watch', 'woman', 'india', 'great', 'discount', 'timewel', 'analog', 'watch', 'woman']",6.0,Watches
552,"['olvin', 'analog', 'watch', 'woman', 'olvin', 'analog', 'watch', 'woman', 'india', 'great', 'discount']","['olvin', 'analog', 'watch', 'woman']","['olvin', 'analog', 'watch', 'woman', 'olvin', 'analog', 'watch', 'woman', 'india', 'great', 'discount', 'olvin', 'analog', 'watch', 'woman']",6.0,Watches
553,"['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'contemporari', 'dial', 'white', 'strap', 'water', 'resist', 'great', 'discount']","['sonata', 'analog', 'watch', 'woman']","['sonata', 'analog', 'watch', 'woman', 'sonata', 'analog', 'watch', 'woman', 'india', 'contemporari', 'dial', 'white', 'strap', 'water', 'resist', 'great', 'discount', 'sonata', 'analog', 'watch', 'woman']",6.0,Watches
554,"['timewel', 'analog', 'watch', 'men', 'timewel', 'analog', 'watch', 'men', 'great', 'discount']","['timewel', 'analog', 'watch', 'men']","['timewel', 'analog', 'watch', 'men', 'timewel', 'analog', 'watch', 'men', 'great', 'discount', 'timewel', 'analog', 'watch', 'men']",6.0,Watches
555,"['sonata', 'analog', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'india', 'rectangular', 'dial', 'black', 'strap', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount']","['sonata', 'analog', 'watch', 'men']","['sonata', 'analog', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'india', 'rectangular', 'dial', 'black', 'strap', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount', 'sonata', 'analog', 'watch', 'men']",6.0,Watches
556,"['timewel', 'analog', 'watch', 'woman', 'timewel', 'analog', 'watch', 'woman', 'india', 'great', 'discount']","['timewel', 'analog', 'watch', 'woman']","['timewel', 'analog', 'watch', 'woman', 'timewel', 'analog', 'watch', 'woman', 'india', 'great', 'discount', 'timewel', 'analog', 'watch', 'woman']",6.0,Watches
557,"['hmt', 'sonata', 'gold', 'plate', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'hmt', 'sonata', 'gold', 'plate', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'sonata', 'gold', 'plate', 'watch', 'men', 'india', 'great', 'discount']","['hmt', 'sonata', 'gold', 'plate', 'watch', 'men', 'sonata', 'analog', 'watch', 'men']","['hmt', 'sonata', 'gold', 'plate', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'hmt', 'sonata', 'gold', 'plate', 'watch', 'men', 'sonata', 'analog', 'watch', 'men', 'sonata', 'gold', 'plate', 'watch', 'men', 'india', 'great', 'discount', 'hmt', 'sonata', 'gold', 'plate', 'watch', 'men', 'sonata', 'analog', 'watch', 'men']",6.0,Watches
558,"['time', 'sd_', 'casual', 'analog', 'watch', 'woman', 'time', 'sd_', 'casual', 'analog', 'watch', 'woman', 'sd_', 'india', 'great', 'discount']","['time', 'sd_', 'casual', 'analog', 'watch', 'woman']","['time', 'sd_', 'casual', 'analog', 'watch', 'woman', 'time', 'sd_', 'casual', 'analog', 'watch', 'woman', 'sd_', 'india', 'great', 'discount', 'time', 'sd_', 'casual', 'analog', 'watch', 'woman']",6.0,Watches
559,"['time', 'sport', 'analog', 'watch', 'boy', 'time', 'sport', 'analog', 'watch', 'boy', 'india', 'great', 'discount']","['time', 'sport', 'analog', 'watch', 'boy']","['time', 'sport', 'analog', 'watch', 'boy', 'time', 'sport', 'analog', 'watch', 'boy', 'india', 'great', 'discount', 'time', 'sport', 'analog', 'watch', 'boy']",6.0,Watches
560,"['tee', 'watch', 'woman', 'tee', 'watch', 'woman', 'india', 'red', 'strap', 'stainless', 'steel', 'case', 'squar', 'dial', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount']","['tee', 'watch', 'woman']","['tee', 'watch', 'woman', 'tee', 'watch', 'woman', 'india', 'red', 'strap', 'stainless', 'steel', 'case', 'squar', 'dial', 'water', 'resist', 'buckl', 'clasp', 'great', 'discount', 'tee', 'watch', 'woman']",6.0,Watches
561,"['hourglass', 'analog', 'watch', 'men', 'hourglass', 'analog', 'watch', 'men', 'great', 'discount']","['hourglass', 'analog', 'watch', 'men']","['hourglass', 'analog', 'watch', 'men', 'hourglass', 'analog', 'watch', 'men', 'great', 'discount', 'hourglass', 'analog', 'watch', 'men']",6.0,Watches
